"full_name","spec_B","spec_T","spkid","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
" 88264 (2001 KN20)",,,20088264,88264,,,Y,N,0,17.01,,,,,,,,,,,,,,,,,"JPL 252",2460600.5,60600,2024-10-17.0,J2000,0.4526,2.148,1.176,12.08,104.92,201.46,138.78,3.12,0.3131,2460157.27,2023-07-31.7,1.15e+03,3.15,0.172,67,2.16,3.54,2.1e-08,1.9e-09,4.5e-08,3.0e-06,1.3e-05,1.3e-05,2.4e-06,2.7e-09,4.1e-10,7.6e-06,1.5e-06,AMO,"Otto Matic",9208,1998-10-29,2024-01-14,1295,,,0,.45441,,,,,,,,,
" 88710 (2001 SL9)",,,20088710,88710,,,Y,N,1,17.64,,,,,,,0.760,,0.281,2.4004,,,,,,0.20,"JPL 231",2460600.5,60600,2024-10-17.0,J2000,0.2701,1.061,0.775,21.90,202.83,329.36,243.30,1.35,0.9012,2460729.99,2025-02-23.4,399,1.09,0.196,76.1,3.64,5.71,3.8e-09,6.1e-10,3.9e-09,3.1e-07,5.7e-07,1.4e-06,3.1e-06,7.7e-10,7.7e-10,3.5e-06,3.4e-07,APO,"Otto Matic",25525,1954-11-27,2024-10-15,1451,,,0,.52064,,,,,,,,,
" 88959 (2001 TZ44)",,,20088959,88959,,,Y,Y,0,17.45,,,,,,,,,,6.73,,,,,,,"JPL 87",2460600.5,60600,2024-10-17.0,J2000,0.5635,1.724,0.752,53.83,38.96,114.92,18.09,2.69,0.4356,2460558.97,2024-09-05.4,827,2.26,0.0491,19.1,3.05,3.58,1.7e-07,4.7e-09,2.9e-07,2.3e-05,5.2e-06,1.9e-05,2.0e-05,7.3e-09,1.8e-09,4.6e-05,3.4e-06,APO,"Otto Matic",7342,2001-09-26,2021-11-02,456,,,0,.49727,,,,,,,,,
" 89136 (2001 US16)",,,20089136,89136,,,Y,Y,0,20.28,,,,,,,,,,14.39,,,,,,,"JPL 191",2460600.5,60600,2024-10-17.0,J2000,0.2530,1.356,1.013,1.91,175.90,67.20,332.59,1.70,0.6243,2460644.41,2024-11-29.9,577,1.58,0.029,11.3,3.31,4.83,7.7e-09,4.2e-09,1.0e-08,1.2e-06,3.1e-05,3.0e-05,9.2e-06,5.2e-09,2.9e-09,1.5e-05,2.7e-06,APO,"Otto Matic",8057,2001-10-18,2023-11-09,1298,2,2,0,.36435,,,,2.8e-14,8.1e-15,,,,
" 89355 (2001 VS78)",S,,20089355,89355,,,Y,N,0,15.80,,,,,,,2.038,,0.246,40.553,,,,,,0.05,"JPL 533",2460600.5,60600,2024-10-17.0,J2000,0.3086,1.787,1.235,22.66,103.04,85.04,164.77,2.34,0.4127,2460201.25,2023-09-13.7,872,2.39,0.445,173,2.9,3.94,2.7e-09,1.1e-09,4.1e-09,1.3e-07,2.6e-07,7.1e-07,1.2e-06,1.5e-09,4.0e-10,2.6e-06,8.3e-07,AMO,"Otto Matic",16899,1978-06-23,2024-09-28,3257,,,0,.42393,,,,,,,,,
" 89830 (2002 CE)",,,20089830,89830,,,Y,Y,0,15.01,,,,,,,5.067,,0.079,2.6149,,,,,,2.15,"JPL 366",2460600.5,60600,2024-10-17.0,J2000,0.5070,2.078,1.024,43.65,19.90,5.84,253.27,3.13,0.3291,2460924.84,2025-09-06.3,1.09e+03,3,0.0284,11,2.34,3.29,3.6e-10,2.5e-10,7.7e-10,1.0e-07,1.5e-07,2.2e-07,2.0e-07,3.8e-10,6.0e-11,6.5e-07,2.0e-07,AMO,"Otto Matic",15357,1982-05-25,2024-06-10,2925,,,0,.37168,,,,,,,,,
" 89958 (2002 LY45)",,,20089958,89958,,,Y,Y,0,17.21,,,,,,,,,,3.265,,,,,,,"JPL 169",2460600.5,60600,2024-10-17.0,J2000,0.8864,1.642,0.186,9.91,188.16,222.94,186.10,3.10,0.4685,2460971.69,2025-10-23.1,768,2.1,0.000553,0.215,2.35,3.68,1.8e-08,2.7e-09,3.0e-08,5.0e-06,3.0e-05,3.0e-05,3.0e-06,5.0e-09,1.1e-09,7.2e-06,1.9e-06,APO,"Otto Matic",8760,2000-06-14,2024-06-08,1049,,,0,.46429,,,,,,,,,
" 89959 (2002 NT7)",,,20089959,89959,,,Y,Y,0,16.57,,,,,,,1.407,,0.224,5.527,,,,,,0.09,"JPL 194",2460600.5,60600,2024-10-17.0,J2000,0.5284,1.735,0.818,42.36,132.00,300.71,206.61,2.65,0.4311,2460956.30,2025-10-07.7,835,2.29,0.000874,0.34,3.09,3.72,5.6e-10,7.5e-10,8.7e-10,3.3e-07,6.4e-07,5.2e-07,6.0e-07,1.1e-09,2.8e-10,1.6e-06,5.4e-07,APO,"Otto Matic",25567,1954-07-10,2024-07-09,1786,,,0,.4266,,,,,,,,,
" 90075 (2002 VU94)",,,20090075,90075,,,Y,Y,0,15.37,,,,,,,2.233,,0.294,7.879,,,,,,0.08,"JPL 580",2460600.5,60600,2024-10-17.0,J2000,0.5755,2.136,0.907,8.91,226.73,30.77,128.37,3.37,0.3156,2460193.82,2023-09-06.3,1.14e+03,3.12,0.0281,10.9,1.73,3.47,9.0e-10,1.1e-09,2.0e-09,7.1e-08,5.9e-07,5.6e-07,6.9e-07,1.7e-09,2.4e-10,1.9e-06,8.7e-07,APO,"Otto Matic",25176,1955-10-25,2024-09-28,3447,1,0,0,.38654,,,,,,,,,
" 90147 (2002 YK14)",,,20090147,90147,,,Y,N,0,18.31,,,,,,,,,,,,,,,,,"JPL 148",2460600.5,60600,2024-10-17.0,J2000,0.3316,1.474,0.985,28.00,282.69,105.07,80.67,1.96,0.5506,2460454.00,2024-05-23.4,654,1.79,0.188,73.2,3.67,4.42,1.6e-08,3.9e-09,2.3e-08,8.2e-06,5.4e-06,1.2e-05,7.6e-06,5.2e-09,2.2e-09,1.4e-05,2.6e-06,APO,"Otto Matic",13190,1987-01-29,2023-03-11,878,,,0,.39035,,,,,,,,,
" 90367 (2003 LC5)",,,20090367,90367,,,Y,N,0,17.92,,,,,,,1.748,,0.048,39.,,,,,,0.01,"JPL 215",2460600.5,60600,2024-10-17.0,J2000,0.4263,1.156,0.663,16.88,86.82,313.86,332.13,1.65,0.7934,2460635.63,2024-11-21.1,454,1.24,0.152,59.2,3.8,5.32,4.6e-08,1.9e-09,5.3e-08,4.9e-06,1.4e-05,1.3e-05,1.4e-05,2.7e-09,1.9e-09,1.7e-05,1.1e-06,APO,"Otto Matic",15002,1983-07-01,2024-07-27,1426,,,0,.39388,,,,,,,,,
" 90373 (2003 SZ219)",,,20090373,90373,,,Y,N,0,18.81,,,,,,,,,,,,,,,,,"JPL 99",2460600.5,60600,2024-10-17.0,J2000,0.2046,1.627,1.294,9.87,189.40,218.74,36.65,1.96,0.475,2460523.33,2024-07-31.8,758,2.08,0.317,123,3.44,4.28,4.9e-08,6.4e-09,7.8e-08,5.0e-06,2.0e-05,2.7e-05,3.3e-05,7.7e-09,2.8e-09,6.8e-05,4.5e-06,AMO,"Otto Matic",9196,1998-02-23,2023-04-29,415,,,0,.58931,,,,,,,,,
" 90403 (2003 YE45)",,,20090403,90403,,,Y,Y,0,17.78,,,,,,,0.572,,0.493,505.,,,,,,0.14,"JPL 272",2460600.5,60600,2024-10-17.0,J2000,0.2802,1.234,0.889,19.01,286.23,306.85,341.08,1.58,0.7186,2460626.83,2024-11-12.3,501,1.37,0.0358,13.9,3.51,5.1,9.1e-10,1.0e-09,8.5e-10,2.0e-07,3.5e-07,3.4e-07,1.2e-06,1.3e-09,8.9e-10,1.7e-06,6.2e-07,APO,"Otto Matic",12426,1989-09-12,2023-09-20,2175,2,2,0,.33085,,,,-1.3e-14,2.3e-15,,,,
" 90416 (2003 YK118)",,,20090416,90416,,,Y,Y,0,18.86,,,,,,,0.968,,0.062,43.58,,,,,,0.01,"JPL 140",2460600.5,60600,2024-10-17.0,J2000,0.4924,1.695,0.860,7.83,326.76,233.29,117.11,2.53,0.4467,2460338.35,2024-01-28.8,806,2.21,0.00216,0.841,2.47,4.05,1.6e-08,1.0e-09,2.7e-08,4.7e-06,1.1e-05,1.2e-05,1.8e-06,1.5e-09,4.0e-10,3.8e-06,7.2e-07,APO,"Otto Matic",11353,1993-08-13,2024-09-12,937,2,0,0,.33668,,,,,,,,,
" 96189 Pygmalion (1991 NT3)",,,20096189,96189,Pygmalion,,Y,N,0,16.48,,,,,,,3.605,,0.041,,,,,,,0.17,"JPL 296",2460600.5,60600,2024-10-17.0,J2000,0.3070,1.821,1.262,14.00,287.18,293.18,234.83,2.38,0.4011,2460912.59,2025-08-25.0,898,2.46,0.334,130,2.73,3.95,2.0e-09,2.2e-09,2.8e-09,1.3e-07,1.8e-07,5.5e-07,1.5e-06,2.9e-09,7.4e-10,4.4e-06,1.7e-06,AMO,"Otto Matic",14089,1986-03-19,2024-10-14,1452,,,0,.51672,,,,,,,,,
" 96315 (1997 AP10)",,,20096315,96315,,,Y,N,0,17.05,,,,,,,,,,5.872,,,,,,,"JPL 229",2460600.5,60600,2024-10-17.0,J2000,0.6435,1.443,0.514,6.65,293.03,356.29,210.78,2.37,0.5688,2460862.86,2025-07-06.3,633,1.73,0.11,42.9,2.83,4.41,2.8e-08,2.8e-09,4.0e-08,4.0e-06,3.2e-05,3.2e-05,9.4e-06,4.6e-09,1.7e-09,1.7e-05,1.8e-06,APO,"Otto Matic",9863,1997-01-09,2024-01-11,1031,,,0,.53707,,,,,,,,,
" 96536 (1998 SO10)",,,20096536,96536,,,Y,N,0,15.44,,,,,,,,,,,,,,,,,"JPL 161",2460600.5,60600,2024-10-17.0,J2000,0.7771,2.304,0.513,41.12,199.42,22.67,216.61,4.09,0.2818,2461109.33,2026-03-09.8,1.28e+03,3.5,0.449,175,1.19,2.89,1.2e-09,2.0e-09,2.8e-09,1.9e-07,3.1e-07,4.1e-07,8.5e-07,3.5e-09,3.6e-10,3.7e-06,1.6e-06,APO,"Otto Matic",17476,1976-11-24,2024-09-29,1687,,,0,.42314,,,,,,,,,
" 96590 (1998 XB)",S:,,20096590,96590,,,Y,N,0,16.28,,,,,,,0.882,,0.489,520,,,,,,0.22,"JPL 568",2460600.5,60600,2024-10-17.0,J2000,0.3512,0.9079,0.589,13.60,75.68,202.70,157.89,1.23,1.139,2460461.92,2024-05-31.4,316,0.865,0.114,44.4,3.88,6.49,1.7e-09,9.3e-11,1.5e-09,8.2e-08,1.8e-07,2.7e-07,7.4e-07,1.3e-10,1.8e-10,6.3e-07,4.9e-08,ATE,"Otto Matic",11974,1992-01-01,2024-10-13,3562,8,7,0,.43826,,,,,,,,,
" 96631 (1999 FP59)",,,20096631,96631,,,Y,N,0,18.18,,,,,,,,,,3.59,,,,,,,"JPL 194",2460600.5,60600,2024-10-17.0,J2000,0.2592,1.699,1.258,1.77,19.58,303.96,90.56,2.14,0.4452,2460397.08,2024-03-27.5,809,2.21,0.248,96.4,3.17,4.17,3.0e-08,3.1e-09,5.2e-08,3.3e-06,7.2e-05,7.2e-05,6.0e-06,3.9e-09,1.2e-09,1.4e-05,2.2e-06,AMO,"Otto Matic",13892,1986-09-30,2024-10-12,823,,,0,.49098,,,,,,,,,
" 96744 (1999 OW3)",,,20096744,96744,,,Y,N,0,14.78,,,,,,,,,,,,,,,,,"JPL 324",2460600.5,60600,2024-10-17.0,J2000,0.7794,2.095,0.462,34.79,196.00,35.85,186.52,3.73,0.3251,2461134.17,2026-04-03.6,1.11e+03,3.03,0.363,141,1.73,3.14,1.9e-09,8.1e-10,4.2e-09,3.0e-07,2.4e-07,4.2e-07,8.6e-07,1.4e-09,1.9e-10,2.9e-06,6.4e-07,APO,"Otto Matic",9218,1999-07-18,2024-10-12,1680,,,0,.53501,,,,,,,,,
" 97725 (2000 GB147)",,,20097725,97725,,,Y,N,0,18.75,,,,,,,,,,,,,,,,,"JPL 77",2460600.5,60600,2024-10-17.0,J2000,0.3087,1.798,1.243,18.19,311.71,212.35,47.37,2.35,0.4087,2460484.59,2024-06-23.0,881,2.41,0.285,111,2.71,3.96,1.1e-07,6.7e-09,2.1e-07,1.2e-05,1.5e-05,2.3e-05,2.8e-05,8.8e-09,2.3e-09,6.9e-05,4.9e-06,AMO,"Otto Matic",8676,2000-04-02,2024-01-03,247,,,0,.51151,,,,,,,,,
" 98943 Torifune (2001 CC21)",L,,20098943,98943,Torifune,,Y,N,0,18.73,,,,,,,,,,5.017,,,,,,,"JPL 233",2460600.5,60600,2024-10-17.0,J2000,0.2192,1.032,0.806,4.81,75.45,179.40,124.76,1.26,0.9397,2460467.73,2024-06-06.2,383,1.05,0.083,32.3,3.76,5.91,2.7e-08,4.7e-09,2.9e-08,1.7e-06,1.8e-05,1.9e-05,9.2e-06,5.7e-09,6.3e-09,9.3e-06,2.6e-06,APO,"Davide Farnocchia",15315,1982-11-10,2024-10-15,1421,,,0,.37691,,,,1.3e-14,8.6e-15,,,,
" 99248 (2001 KY66)",,,20099248,99248,,,Y,Y,0,16.55,,,,,,,1.115,,0.429,19.7,,,,,,0.04,"JPL 287",2460600.5,60600,2024-10-17.0,J2000,0.5073,1.867,0.920,10.61,284.11,61.58,359.76,2.81,0.3864,2460601.13,2024-10-17.6,932,2.55,0.048,18.7,2.69,3.8,1.9e-08,6.2e-09,3.6e-08,3.7e-06,1.6e-05,1.7e-05,4.6e-06,9.4e-09,1.9e-09,1.2e-05,4.7e-06,APO,"Otto Matic",12160,1991-06-08,2024-09-22,3215,,,0,.2722,,,,,,,,,
" 99799 (2002 LJ3)",,,20099799,99799,,,Y,N,0,18.54,,,,,,,,,,,,,,,,,"JPL 192",2460600.5,60600,2024-10-17.0,J2000,0.2757,1.462,1.059,7.56,122.35,249.91,147.33,1.86,0.5576,2460336.30,2024-01-26.7,646,1.77,0.121,47,3.61,4.57,6.5e-09,2.3e-09,8.9e-09,6.7e-07,3.8e-06,2.8e-06,2.6e-06,3.0e-09,1.3e-09,4.3e-06,1.5e-06,AMO,"Otto Matic",12583,1989-01-10,2023-06-24,2122,,,0,.37712,,,,,,,,,
" 99907 (1989 VA)",Sq,,20099907,99907,,,Y,N,0,17.93,,,,,,,1.4,,,2.5246,,,,,,,"JPL 212",2460600.5,60600,2024-10-17.0,J2000,0.5948,0.7284,0.295,28.80,225.58,2.87,241.61,1.16,1.586,2460675.17,2024-12-30.6,227,0.622,0.155,60.2,3.82,7.67,4.1e-09,1.2e-09,3.2e-09,6.9e-07,5.6e-07,1.1e-06,7.2e-06,1.9e-09,3.8e-09,4.7e-06,5.4e-07,ATE,"Otto Matic",12490,1989-11-02,2024-01-13,1305,,,0,.43972,,,,1.6e-14,1.2e-15,,,,
" 99935 (2002 AV4)",,,20099935,99935,,,Y,N,0,16.14,,,,,,,,,,5.532,,,,,,,"JPL 442",2460600.5,60600,2024-10-17.0,J2000,0.6448,1.654,0.588,12.77,16.33,323.00,351.00,2.72,0.4632,2460619.94,2024-11-05.4,777,2.13,0.168,65.4,2.72,3.99,6.8e-09,2.0e-09,1.1e-08,2.4e-07,1.4e-06,1.6e-06,2.8e-06,3.3e-09,8.5e-10,6.1e-06,1.4e-06,APO,"Otto Matic",25380,1955-01-29,2024-07-25,2285,,,0,.5068,,,,,,,,,
" 99942 Apophis (2004 MN4)",Sq,,20099942,99942,Apophis,,Y,Y,0,19.09,0.24,,,,,,0.34,,0.35,30.56,,,,,0.19,0.04,"JPL 220",2460600.5,60600,2024-10-17.0,J2000,0.1911,0.9224,0.746,3.34,203.90,126.67,227.76,1.10,1.113,2460719.35,2025-02-12.8,324,0.886,0.000613,0.238,4.12,6.47,1.6e-09,1.7e-09,2.7e-09,9.9e-08,3.1e-06,3.3e-06,7.3e-07,2.0e-09,3.0e-09,5.0e-07,8.8e-07,ATE,"Davide Farnocchia",6599,2004-03-15,2022-04-09,7370,20,30,0,.25657,,5.0e-13,4.9e-13,-2.9e-14,1.9e-16,,,,
"100004 (1983 VA)",,,20100004,100004,,,Y,N,0,16.49,,,,,,,2.70,,0.0668,3.1643,,,,,,0.10,"JPL 141",2460600.5,60600,2024-10-17.0,J2000,0.7026,2.591,0.770,15.70,76.30,13.72,253.30,4.41,0.2364,2461051.91,2026-01-11.4,1.52e+03,4.17,0.174,67.7,0.911,2.98,3.6e-08,1.5e-08,9.2e-08,6.7e-06,2.6e-05,2.6e-05,3.4e-06,2.5e-08,2.0e-09,1.6e-05,1.3e-05,APO,"Otto Matic",14112,1983-10-27,2022-06-16,652,,,0,.4731,,,,,,,,,
"100085 (1992 UY4)",,,20100085,100085,,,Y,Y,0,17.89,,,,,,,,,,12.906,,,,,,,"JPL 115",2460600.5,60600,2024-10-17.0,J2000,0.6190,2.651,1.010,2.64,305.18,42.24,158.29,4.29,0.2284,2459907.42,2022-11-23.9,1.58e+03,4.32,0.0249,9.67,1.16,3.08,9.7e-09,8.5e-09,2.6e-08,4.0e-06,2.6e-05,2.8e-05,7.7e-06,1.4e-08,1.1e-09,3.1e-05,7.6e-06,APO,"Otto Matic",15931,1979-06-29,2023-02-09,660,13,0,0,.35308,,,,,,,,,
"100756 (1998 FM5)",S,,20100756,100756,,,Y,N,0,16.34,,,,,,,1.809,,0.163,6.369,,,,,,0.05,"JPL 290",2460600.5,60600,2024-10-17.0,J2000,0.5546,2.264,1.009,11.58,176.51,312.06,293.21,3.52,0.2892,2460831.43,2025-06-04.9,1.24e+03,3.41,0.0946,36.8,1.69,3.37,1.8e-09,1.5e-09,4.0e-09,4.6e-07,1.0e-06,1.5e-06,2.1e-06,2.4e-09,2.9e-10,7.3e-06,1.3e-06,APO,"Otto Matic",13319,1988-04-20,2024-10-07,1660,,,0,.40726,,,,,,,,,
"100926 (1998 MQ)",S,,20100926,100926,,,Y,N,0,16.64,,,,,,,1.174,,0.234,2.328,,,,,,0.14,"JPL 278",2460600.5,60600,2024-10-17.0,J2000,0.4074,1.783,1.057,24.24,221.09,138.81,329.51,2.51,0.414,2460674.15,2024-12-29.6,870,2.38,0.13,50.5,3.1,3.89,1.6e-09,2.9e-10,2.9e-09,1.1e-07,4.0e-07,6.0e-07,5.4e-07,4.0e-10,1.0e-10,1.3e-06,2.1e-07,AMO,"Otto Matic",16244,1979-12-19,2024-06-09,1784,1,2,0,.46381,,,,,,,,,
"101869 (1999 MM)",,,20101869,101869,,,Y,Y,0,19.47,,,,,,,,,,,,,,,,,"JPL 59",2460600.5,60600,2024-10-17.0,J2000,0.6109,1.624,0.632,4.77,110.92,268.84,52.69,2.62,0.4762,2460489.86,2024-06-28.3,756,2.07,0.00129,0.502,2.85,4.08,5.9e-08,3.9e-09,9.5e-08,1.4e-05,4.8e-05,4.8e-05,2.3e-05,6.3e-09,1.7e-09,4.7e-05,2.7e-06,APO,"Otto Matic",3167,1999-06-12,2008-02-12,201,,,0,.658,,,,,,,,,
"101873 (1999 NC5)",,,20101873,101873,,,Y,N,0,16.43,,,,,,,,,,,,,,,,,"JPL 152",2460600.5,60600,2024-10-17.0,J2000,0.3932,2.03,1.231,45.78,128.78,295.25,179.62,2.83,0.3409,2460073.59,2023-05-09.0,1.06e+03,2.89,0.439,171,2.9,3.37,2.7e-09,7.8e-10,5.6e-09,3.0e-07,3.3e-07,5.3e-07,6.4e-07,1.1e-09,2.0e-10,1.7e-06,6.1e-07,AMO,"Otto Matic",15125,1983-01-16,2024-06-14,724,,,0,.668,,,,,,,,,
"101955 Bennu (1999 RQ36)",B,,20101955,101955,Bennu,,Y,Y,0,20.21,-0.03,,,,,,0.482,"0.5047 x 0.4918 x 0.4567",0.044,4.296061,4.8904e-9,0.64,0.16,-0.33,0.03,0.30,"JPL 118",2455562.5,55562,2011-01-01.0,J2000,0.2037,1.126,0.897,6.03,2.06,66.22,101.70,1.36,0.8245,2455439.14,2010-08-30.6,437,1.2,0.00322,1.25,3.88,5.53,7.0e-11,2.0e-10,2.3e-10,6.9e-09,5.6e-08,6.4e-08,4.3e-08,2.4e-10,2.2e-10,2.3e-08,1.1e-07,APO,"Davide Farnocchia",7693,1999-09-11,2020-10-03,554,58,7,0,.29146,,,,,,,,,
"102873 (1999 WK11)",,,20102873,102873,,,Y,N,0,17.63,,,,,,,,,,2.40639,,,,,,,"JPL 100",2460600.5,60600,2024-10-17.0,J2000,0.4666,2.133,1.138,7.46,72.59,220.45,73.68,3.13,0.3163,2460367.59,2024-02-27.0,1.14e+03,3.12,0.146,56.9,2.11,3.56,5.2e-08,1.9e-08,1.2e-07,6.1e-06,5.1e-05,5.3e-05,3.3e-05,2.7e-08,4.1e-09,1.0e-04,1.5e-05,AMO,"Otto Matic",15454,1980-09-30,2023-01-22,329,,,0,.65711,,,,,,,,,
"103067 (1999 XA143)",,,20103067,103067,,,Y,Y,0,16.83,,,,,,,1.282,,0.246,9.849,,,,,,0.03,"JPL 169",2460600.5,60600,2024-10-17.0,J2000,0.5812,1.844,0.772,38.56,116.52,104.10,289.32,2.92,0.3937,2460780.05,2025-04-14.5,914,2.5,0.0422,16.4,3.04,3.58,7.7e-09,1.1e-09,1.4e-08,3.2e-06,1.6e-06,1.6e-06,2.9e-06,1.7e-09,3.5e-10,7.4e-06,8.2e-07,APO,"Otto Matic",10901,1994-12-02,2024-10-06,1031,,,0,.46319,,,,,,,,,
"105140 (2000 NL10)",,,20105140,105140,,,Y,N,0,15.74,,,,,,,1.946,,0.223,6.9269,,,,,,0.06,"JPL 498",2460600.5,60600,2024-10-17.0,J2000,0.8169,0.9143,0.167,32.54,237.29,281.67,35.84,1.66,1.127,2460568.71,2024-09-15.2,319,0.874,0.355,138,3.7,6.1,8.3e-09,6.6e-10,7.6e-09,2.3e-07,2.1e-06,2.4e-06,4.5e-06,1.2e-09,1.2e-09,3.9e-06,3.4e-07,ATE,"Otto Matic",26271,1952-09-17,2024-08-21,3207,,,0,.39619,,,,,,,,,
"105141 (2000 NF11)",,,20105141,105141,,,Y,N,0,19.11,,,,,,,0.352,,0.431,,,,,,,0.05,"JPL 107",2460600.5,60600,2024-10-17.0,J2000,0.1890,1.421,1.152,14.82,123.70,115.95,162.99,1.69,0.5818,2460320.38,2024-01-10.8,619,1.69,0.214,83.2,3.37,4.65,4.2e-08,1.8e-09,5.9e-08,5.5e-06,8.4e-06,1.8e-05,1.5e-05,2.1e-09,1.1e-09,2.6e-05,1.2e-06,AMO,"Otto Matic",16843,1978-08-27,2024-10-07,470,,,0,.44163,,,,,,,,,
"106538 (2000 WK63)",,,20106538,106538,,,Y,N,0,16.29,,,,,,,,,,51.2,,,,,,,"JPL 234",2460600.5,60600,2024-10-17.0,J2000,0.7655,2.419,0.567,10.33,163.38,41.76,72.49,4.27,0.2619,2460323.71,2024-01-14.2,1.37e+03,3.76,0.125,48.8,0.813,3.01,1.8e-08,6.6e-09,4.3e-08,3.7e-06,1.7e-05,1.8e-05,5.2e-06,1.2e-08,1.1e-09,1.9e-05,5.6e-06,APO,"Otto Matic",8716,2000-11-26,2024-10-07,1095,,,0,.46599,,,,,,,,,
"106589 (2000 WN107)",,,20106589,106589,,,Y,N,0,16.02,,,,,,,,,,141.1,,,,,,,"JPL 371",2460600.5,60600,2024-10-17.0,J2000,0.6176,2.146,0.821,14.37,163.36,11.83,153.16,3.47,0.3136,2460112.07,2023-06-16.5,1.15e+03,3.14,0.138,53.7,1.5,3.4,7.2e-10,6.2e-10,1.6e-09,1.3e-07,8.4e-07,1.0e-06,5.4e-07,1.0e-09,1.4e-10,1.5e-06,5.0e-07,APO,"Otto Matic",8722,2000-11-20,2024-10-07,1940,,,0,.42021,,,,,,,,,
"108519 (2001 LF)",,,20108519,108519,,,Y,N,0,17.95,,,,,,,1.423,,0.060,4.495,,,,,,0.61,"JPL 225",2460600.5,60600,2024-10-17.0,J2000,0.2709,1.604,1.169,16.40,267.25,343.88,195.38,2.04,0.4853,2460939.73,2025-09-21.2,742,2.03,0.162,63.1,3.03,4.27,1.1e-08,5.7e-10,1.8e-08,4.5e-07,1.2e-06,2.5e-06,3.1e-06,7.2e-10,2.6e-10,6.5e-06,4.0e-07,AMO,"Otto Matic",12187,1989-09-08,2023-01-20,1054,,,0,.58197,,,,,,,,,
"108906 (2001 PL9)",,,20108906,108906,,,Y,N,0,17.90,,,,,,,,,,,,,,,,,"JPL 176",2460600.5,60600,2024-10-17.0,J2000,0.3604,1.235,0.790,20.93,172.05,344.02,103.40,1.68,0.7178,2460456.45,2024-05-25.9,502,1.37,0.191,74.2,3.32,5.06,6.1e-10,1.9e-10,7.5e-10,8.1e-08,2.1e-07,2.0e-07,5.7e-07,2.6e-10,1.7e-10,7.6e-07,1.2e-07,APO,"Otto Matic",8132,2001-08-05,2023-11-10,836,,,0,.58546,,,,,,,,,
"111253 (2001 XU10)",,,20111253,111253,,,Y,Y,0,15.27,,,,,,,3.006,,0.178,,,,,,,0.89,"JPL 330",2460600.5,60600,2024-10-17.0,J2000,0.4394,1.754,0.983,42.02,310.15,6.97,62.23,2.52,0.4244,2460453.86,2024-05-23.3,848,2.32,0.0287,11.2,2.79,3.74,4.6e-10,5.2e-10,9.5e-10,7.3e-08,1.1e-07,1.9e-07,3.6e-07,7.5e-10,1.9e-10,7.8e-07,3.8e-07,APO,"Otto Matic",9007,2000-02-08,2024-10-06,1868,,,0,.53876,,,,,,,,,
"112221 (2002 KH4)",,,20112221,112221,,,Y,N,0,15.53,,,,,,,,,,12.866,,,,,,,"JPL 160",2460600.5,60600,2024-10-17.0,J2000,0.4433,2.272,1.265,58.70,230.08,356.51,220.62,3.28,0.2878,2461084.86,2026-02-13.3,1.25e+03,3.43,0.257,100,1.72,2.91,1.5e-09,2.7e-09,2.6e-09,3.4e-07,4.8e-07,8.9e-07,7.0e-07,3.9e-09,5.1e-10,3.2e-06,2.2e-06,AMO,"Otto Matic",10685,1995-07-01,2024-10-01,1037,,,0,.51666,,,,,,,,,
"112985 (2002 RS28)",,,20112985,112985,,,Y,N,0,15.80,,,,,,,3.618,,0.033,4.787,,,,,,0.03,"JPL 260",2460600.5,60600,2024-10-17.0,J2000,0.4923,2.22,1.127,46.99,211.96,105.30,271.73,3.31,0.2979,2460896.79,2025-08-09.2,1.21e+03,3.31,0.414,161,3.23,3.12,1.0e-09,1.3e-09,2.2e-09,2.4e-07,1.0e-07,2.0e-07,9.0e-07,2.0e-09,2.7e-10,3.3e-06,1.1e-06,AMO,"Otto Matic",13768,1985-05-10,2023-01-19,1553,,,0,.43784,,,,,,,,,
"115052 (2003 RD6)",,,20115052,115052,,,Y,N,0,17.46,,,,,,,,,,12.08,,,,,,,"JPL 258",2460600.5,60600,2024-10-17.0,J2000,0.3184,1.669,1.137,31.32,190.51,88.18,338.72,2.20,0.4573,2460647.05,2024-12-02.5,787,2.16,0.396,154,3.23,4.04,2.9e-09,1.0e-09,4.8e-09,4.0e-07,3.7e-07,9.3e-07,8.1e-07,1.4e-09,4.3e-10,1.8e-06,7.4e-07,AMO,"Otto Matic",15772,1979-02-23,2022-04-30,1455,,,0,.50573,,,,,,,,,
